"run_id","symbol_id","vendor_id","open_time","open","high","low","close","volume","close_time","n_trades"
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1610928000000,35824.99,37469.83,34800,36631.27,70698.11875,1611014399999,1707766
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611014400000,36622.46,37850,35844.06,35891.49,79611.307769,1611100799999,1939371
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611100800000,35901.94,36415.31,33400,35468.23,89368.422918,1611187199999,2234539
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611187200000,35468.23,35600,30071,30850.13,131803.182926,1611273599999,2820752
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611273600000,30851.99,33826.53,28850,32945.17,142971.684049,1611359999999,2707810
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611360000000,32950,33456,31390.16,32078,64595.287675,1611446399999,1700056
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611446400000,32078,33071,30900,32259.9,57978.037966,1611532799999,1528287
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611532800000,32259.45,34875,31910,32254.2,88499.226921,1611619199999,2106548
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611619200000,32254.19,32921.88,30837.37,32467.77,84972.20691,1611705599999,2010392
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611705600000,32464.01,32557.29,29241.72,30366.15,95911.961711,1611791999999,2065953
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611792000000,30362.19,33783.98,29842.1,33364.86,92621.145617,1611878399999,2060660
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611878400000,33368.18,38531.9,31915.4,34252.2,231827.005626,1611964799999,4403349
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1611964800000,34246.28,34933,32825,34262.88,84889.68134,1612051199999,2201040
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612051200000,34262.89,34342.69,32171.67,33092.98,68742.280384,1612137599999,1707064
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612137600000,33092.97,34717.27,32296.16,33526.37,82718.276882,1612223999999,1810492
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612224000000,33517.09,35984.33,33418,35466.24,78056.65988,1612310399999,1789672
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612310400000,35472.71,37662.63,35362.38,37618.87,80784.333663,1612396799999,1881740
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612396800000,37620.26,38708.27,36161.95,36936.66,92080.735898,1612483199999,2211866
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612483200000,36936.65,38310.12,36570,38290.24,66681.334275,1612569599999,1853253
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612569600000,38289.32,40955.51,38215.94,39186.94,98757.311183,1612655999999,2291646
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612656000000,39181.01,39700,37351,38795.69,84363.679763,1612742399999,1976357
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612742400000,38795.69,46794.45,37988.89,46374.87,138597.536914,1612828799999,3230961
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612828800000,46374.86,48142.19,44961.09,46420.42,115499.861712,1612915199999,3119034
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1612915200000,46420.42,47310,43727,44807.58,97154.1822,1613001599999,2891592
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613001600000,44807.58,48678.9,43994.02,47969.51,89561.081454,1613087999999,2570949
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613088000000,47968.66,48985.8,46125,47287.6,85870.035697,1613174399999,2418841
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613174400000,47298.15,48150,46202.53,47153.69,63768.097399,1613260799999,2058823
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613260800000,47156.78,49707.43,47014.17,48577.79,73735.475533,1613347199999,2090070
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613347200000,48580.47,49010.92,45570.79,47911.1,79398.156784,1613433599999,2313155
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613433600000,47911.1,50689.18,47003.62,49133.45,88813.266298,1613519999999,2199849
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613520000000,49133.45,52618.74,48947,52119.71,85743.637818,1613606399999,2514374
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613606400000,52117.67,52530,50901.9,51552.6,60758.046954,1613692799999,1891592
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613692800000,51552.61,56368,50710.2,55906,79659.77802,1613779199999,2339215
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613779200000,55906,57700.46,53863.93,55841.19,80948.205314,1613865599999,2642846
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613865600000,55841.19,58352.8,55477.59,57408.57,58166.708511,1613951999999,1950533
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1613952000000,57412.35,57508.47,47622,54087.67,134019.434944,1614038399999,3313083
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614038400000,54087.67,54183.59,44892.56,48891,169375.025051,1614124799999,3825196
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614124800000,48891,51374.99,46988.69,49676.2,91881.209252,1614211199999,2194532
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614211200000,49676.21,52041.73,46674.34,47073.73,83310.673121,1614297599999,2305679
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614297600000,47073.73,48424.11,44106.78,46276.87,109423.200663,1614383999999,2371766
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614384000000,46276.88,48394,45000,46106.43,66060.834292,1614470399999,1757720
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614470400000,46103.67,46638.46,43000,45135.66,83055.369042,1614556799999,1838345
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614556800000,45134.11,49790,44950.53,49587.03,85086.111648,1614643199999,2147223
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614643200000,49595.76,50200,47047.6,48440.65,64221.06214,1614729599999,1855583
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614729600000,48436.61,52640,48100.71,50349.37,81035.913705,1614815999999,2242131
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614816000000,50349.37,51773.88,47500,48374.09,82649.716829,1614902399999,2291936
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614902400000,48374.09,49448.93,46300,48751.71,78192.496372,1614988799999,2054216
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1614988800000,48746.81,49200,47070,48882.2,44399.234242,1615075199999,1476474
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615075200000,48882.2,51450.03,48882.2,50971.75,55235.028032,1615161599999,1758101
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615161600000,50959.11,52402.78,49274.67,52375.17,66987.359664,1615247999999,1999401
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615248000000,52375.18,54895,51789.41,54884.5,71656.737076,1615334399999,2194398
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615334400000,54874.67,57387.69,53005,55851.59,84749.238943,1615420799999,2647284
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615420800000,55851.59,58150,54272.82,57773.16,81914.812859,1615507199999,2509970
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615507200000,57773.15,58081.51,54962.84,57221.72,73405.406047,1615593599999,2489931
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615593600000,57221.72,61844,56078.23,61188.39,83245.091346,1615679999999,2559002
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615680000000,61188.38,61724.79,58966.78,58968.31,52601.05275,1615766399999,1829769
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615766400000,58976.08,60633.43,54600,55605.2,102771.427298,1615852799999,2683815
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615852800000,55605.2,56938.29,53271.34,56900.75,77986.694355,1615939199999,2241208
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1615939200000,56900.74,58974.73,54123.69,58912.97,70421.620841,1616025599999,2204296
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616025600000,58912.97,60129.97,57023,57648.16,66580.406675,1616111999999,2040947
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616112000000,57641,59468,56270.74,58030.01,52392.652961,1616198399999,1885830
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616198400000,58030.01,59880,57820.17,58102.28,44476.941776,1616284799999,1724131
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616284800000,58100.02,58589.1,55450.11,57351.56,48564.470274,1616371199999,1773546
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616371200000,57351.56,58430.73,53650,54083.25,62581.626169,1616457599999,1927345
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616457600000,54083.25,55830.9,53000,54340.89,59789.365427,1616543999999,1740349
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616544000000,54342.8,57200,51700,52303.65,83537.465021,1616630399999,2401988
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616630400000,52303.66,53287,50427.56,51293.78,87400.534538,1616716799999,2099425
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616716800000,51293.78,55073.46,51214.6,55025.59,63813.774692,1616803199999,1773150
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616803200000,55025.59,56700.36,53950,55817.14,50105.475055,1616889599999,1528776
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616889600000,55817.14,56559.75,54691.84,55777.63,39050.387511,1616975999999,1551283
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1616976000000,55777.65,58405.82,54800.01,57635.47,67857.937398,1617062399999,1983437
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617062400000,57635.46,59368,57071.35,58746.57,55122.443122,1617148799999,1612744
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617148800000,58746.57,59800,56769,58740.55,60975.542666,1617235199999,1928224
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617235200000,58739.46,59490,57935.45,58720.44,47415.61722,1617321599999,1594431
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617321600000,58720.45,60200,58428.57,58950.01,47382.418781,1617407999999,1666356
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617408000000,58950.01,59791.72,56880,57051.94,47409.852113,1617494399999,1606805
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617494400000,57051.95,58492.85,56388,58202.01,41314.081973,1617580799999,1499113
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617580800000,58202.01,59272,56777.77,59129.99,54258.01579,1617667199999,2035877
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617667200000,59129.99,59495.24,57413.02,57991.15,54201.000727,1617753599999,1960513
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617753600000,57990.03,58655,55473,55953.45,71228.405659,1617839999999,2206433
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617840000000,55953.44,58153.31,55700,58077.52,44283.147019,1617926399999,1661080
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1617926400000,58077.52,58894.9,57654,58142.54,40831.884911,1618012799999,1615962
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618012800000,58142.55,61500,57900.01,59769.13,69906.424117,1618099199999,2470398
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618099200000,59769.13,60699,59232.52,60002.43,41156.715391,1618185599999,1746102
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618185600000,59998.8,61300,59350.59,59860,56375.037117,1618271999999,1806298
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618272000000,59860.01,63777.77,59805.15,63575,82848.688746,1618358399999,2703735
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618358400000,63575.01,64854,61301,62959.53,82616.343993,1618444799999,2645625
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618444800000,62959.53,63800,62020,63159.98,51649.70034,1618531199999,1938028
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618531200000,63158.74,63520.61,60000,61334.8,91764.139884,1618617599999,2639940
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618617600000,61334.81,62506.05,59580.91,60006.66,58912.256128,1618703999999,2268816
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618704000000,60006.67,60499,50931.3,56150.01,124882.131824,1618790399999,3444089
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618790400000,56150.01,57526.81,54221.58,55633.14,78229.042267,1618876799999,2390527
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618876800000,55633.14,57076.24,53329.96,56425,72744.482151,1618963199999,2148820
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1618963200000,56425,56757.91,53536.02,53787.63,66984.756909,1619049599999,2134946
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619049600000,53787.62,55521.48,50500,51690.96,104656.631337,1619135999999,2744621
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619136000000,51690.95,52131.85,47500,51125.14,132230.780719,1619222399999,2888237
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619222400000,51110.56,51166.22,48657.14,50047.84,55361.512573,1619308799999,1164985
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619308800000,50047.84,50567.91,46930,49066.77,58255.645004,1619395199999,1475479
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619395200000,49066.76,54356.62,48753.44,54001.39,86310.802124,1619481599999,2174544
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619481600000,54001.38,55460,53222,55011.97,54064.034675,1619567999999,1568666
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619568000000,55011.97,56428,53813.16,54846.22,55130.459015,1619654399999,1830042
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619654400000,54846.23,55195.84,52330.94,53555,52486.019455,1619740799999,1763676
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619740800000,53555,57963,53013.01,57694.27,68578.910045,1619827199999,2267648
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619827200000,57697.25,58458.07,56956.14,57800.37,42600.351836,1619913599999,1743013
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1619913600000,57797.35,57911.02,56035.25,56578.21,36812.878863,1619999999999,1371638
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620000000000,56578.21,58981.44,56435,57169.39,57649.931286,1620086399999,2102128
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620086400000,57169.39,57200,53046.69,53200.01,85324.625903,1620172799999,2492629
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620172800000,53205.05,58069.82,52900,57436.11,77263.923439,1620259199999,2378119
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620259200000,57436.11,58360,55200,56393.68,70181.671908,1620345599999,2459881
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620345600000,56393.68,58650,55241.63,57314.75,74542.747829,1620431999999,2361692
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620432000000,57315.49,59500,56900,58862.05,69709.906028,1620518399999,2311378
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620518400000,58866.53,59300,56235.66,58240.84,69806.11991,1620604799999,2170139
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620604800000,58240.83,59500,53400,55816.14,89586.34925,1620691199999,2575419
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620691200000,55816.14,56862.43,54370,56670.02,64329.54055,1620777599999,1911480
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620777600000,56670.02,58000.01,48600,49631.32,99842.789836,1620863999999,2676826
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620864000000,49537.15,51367.19,46000,49670.97,147332.002121,1620950399999,3570506
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1620950400000,49671.92,51483,48799.75,49841.45,80082.204306,1621036799999,2095860
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621036800000,49844.16,50700,46555,46762.99,89437.449359,1621123199999,2286791
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621123200000,46762.99,49795.89,43825.39,46431.5,114269.812775,1621209599999,2661295
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621209600000,46426.83,46686,42001,43538.04,166657.172736,1621295999999,3216821
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621296000000,43538.02,45799.29,42250.02,42849.78,116979.860784,1621382399999,2561165
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621382400000,42849.78,43584.9,30000,36690.09,354347.243161,1621468799999,6331062
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621468800000,36671.23,42451.67,34850,40526.64,203017.596923,1621555199999,4269898
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621555200000,40525.39,42200,33488,37252.01,202100.888258,1621641599999,3993336
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621641600000,37263.35,38829,35200.62,37449.73,126542.243689,1621727999999,2716691
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621728000000,37458.51,38270.64,31111.01,34655.25,217136.046593,1621814399999,4082004
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621814400000,34681.44,39920,34031,38796.29,161630.893971,1621900799999,3510578
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621900800000,38810.99,39791.77,36419.62,38324.72,111996.228404,1621987199999,2508310
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1621987200000,38324.72,40841,37800.44,39241.91,104780.773396,1622073599999,2432319
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622073600000,39241.92,40411.14,37134.27,38529.98,86547.158794,1622159999999,2102182
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622160000000,38529.99,38877.83,34684,35663.49,135377.62972,1622246399999,2659178
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622246400000,35661.79,37338.58,33632.76,34605.15,112663.092689,1622332799999,2169643
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622332800000,34605.15,36488,33379,35641.27,73535.386967,1622419199999,1559892
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622419200000,35641.26,37499,34153.84,37253.81,94160.735289,1622505599999,1896359
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622505600000,37253.82,37894.81,35666,36693.09,81234.66377,1622591999999,1760417
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622592000000,36694.85,38225,35920,37568.68,67587.372495,1622678399999,1530915
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622678400000,37568.68,39476,37170,39246.79,75889.106011,1622764799999,1949658
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622764800000,39246.78,39289.07,35555.15,36829,91317.799245,1622851199999,1926311
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622851200000,36829.15,37925,34800,35513.2,70459.62149,1622937599999,1463754
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1622937600000,35516.07,36480,35222,35796.31,47650.206637,1623023999999,993430
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623024000000,35796.31,36900,33300,33552.79,77574.952573,1623110399999,1532260
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623110400000,33556.96,34068.01,31000,33380.81,123251.189037,1623196799999,2074885
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623196800000,33380.8,37534.79,32396.82,37388.05,136607.597517,1623283199999,2601479
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623283200000,37388.05,38491,35782,36675.72,109527.284943,1623369599999,2231430
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623369600000,36677.83,37680.4,35936.77,37331.98,78466.0053,1623455999999,1727645
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623456000000,37331.98,37463.63,34600.36,35546.11,87717.54999,1623542399999,1719650
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623542400000,35546.12,39380,34757,39020.57,86921.025555,1623628799999,1894103
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623628800000,39020.56,41064.05,38730,40516.29,108522.391949,1623715199999,2185089
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623715200000,40516.28,41330,39506.4,40144.04,80679.622838,1623801599999,1931890
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623801600000,40143.8,40527.14,38116.01,38349.01,87771.976937,1623887999999,2134897
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623888000000,38349,39559.88,37365,38092.97,79541.307119,1623974399999,1620210
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1623974400000,38092.97,38202.84,35129.29,35819.84,95228.042935,1624060799999,1809253
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624060800000,35820.48,36457,34803.52,35483.72,68712.449461,1624147199999,1212278
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624147200000,35483.72,36137.72,33336,35600.16,89878.17085,1624233599999,1691871
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624233600000,35600.17,35750,31251.23,31608.93,168778.873159,1624319999999,2688993
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624320000000,31614.12,33298.78,28805,32509.56,204208.179762,1624406399999,3113977
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624406400000,32509.56,34881,31683,33678.07,126966.100563,1624492799999,2026228
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624492800000,33675.07,35298,32286.57,34663.09,86625.80426,1624579199999,1531230
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624579200000,34663.08,35500,31275,31584.45,116061.130356,1624665599999,2094932
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624665600000,31576.09,32730,30151,32283.65,107820.375287,1624751999999,1814051
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624752000000,32283.65,34749,31973.45,34700.34,96613.244211,1624838399999,1799875
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624838400000,34702.49,35297.71,33862.72,34494.89,82222.267819,1624924799999,1868627
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1624924800000,34494.89,36600,34225.43,35911.73,90788.79622,1625011199999,1673802
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625011200000,35911.72,36100,34017.55,35045,77152.197634,1625097599999,1301036
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625097600000,35045,35057.57,32711,33504.69,71708.266112,1625183999999,1240681
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625184000000,33502.33,33977.04,32699,33786.55,56172.181378,1625270399999,1176457
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625270400000,33786.54,34945.61,33316.73,34669.13,43044.578641,1625356799999,1078278
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625356800000,34669.12,35967.85,34357.15,35286.51,43703.475789,1625443199999,1164970
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625443200000,35288.13,35293.78,33125.55,33690.14,64123.874245,1625529599999,1109367
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625529600000,33690.15,35118.88,33532,34220.01,58210.596349,1625615999999,1184687
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625616000000,34220.02,35059.09,33777.77,33862.12,53807.521675,1625702399999,1041416
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625702400000,33862.11,33929.64,32077,32875.71,70136.48032,1625788799999,1257892
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625788800000,32875.71,34100,32261.07,33815.81,47153.939899,1625875199999,1236351
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625875200000,33815.81,34262,33004.78,33502.87,34761.175468,1625961599999,865508
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1625961600000,33502.87,34666,33306.47,34258.99,31572.647448,1626047999999,952891
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1626048000000,34259,34678.43,32658.34,33086.63,48181.403762,1626134399999,1176847
"05fca610-fbe4-11ec-8383-fa77157ffcaa",1,1,1626134400000,33086.94,33340,32202.25,32729.77,41126.361008,1626220799999,956053
