"open_time","btcusdt","ethusdt","dogeusdt","ltcusdt"
"2021-01-02 00:00:00",nan,nan,nan,nan
"2021-01-03 00:00:00",0.025536440206810118,0.26301384011567874,-0.06702196382428938,0.1772780373831775
"2021-01-04 00:00:00",-0.03064662023239373,0.06455207098172311,-0.006068690242238439,-0.036591416521954856
"2021-01-05 00:00:00",0.061297251436522426,0.055817481731849306,0.02138034892893348,0.01989185013518746
"2021-01-06 00:00:00",0.08305947092640165,0.0990032376587,0.04513540621865597,0.06621220728397392
"2021-01-07 00:00:00",0.0724222559217782,0.013612816735902866,-0.06488483685220736,0.0025455837082644095
"2021-01-08 00:00:00",0.029177364331963496,-0.006482320572795297,-0.0004002504130788953,0.016770002952465335
"2021-01-09 00:00:00",-0.012187179744330034,0.048540178974961545,0.045061601642710336,0.029444218595737315
"2021-01-10 00:00:00",-0.04834836767509265,-0.017045454545454586,-0.035259212685064045,-0.040561886494414945
"2021-01-11 00:00:00",-0.07196719687171849,-0.13333864859477773,-0.10054989816700621,-0.18345387193508544
"2021-01-12 00:00:00",-0.03822200981966406,-0.03390033210366039,-0.08512782193238677,-0.03924533736588187
"2021-01-13 00:00:00",0.09750423185763579,0.07592176430258246,0.07339710668630195,0.10463198920701555
"2021-01-14 00:00:00",0.04744593322483692,0.09003531317207858,0.08265120247181157,0.034740127561405876
"2021-01-15 00:00:00",-0.06136954105940806,-0.05122521556973736,-0.004067854366554213,-0.058032786885245824
"2021-01-16 00:00:00",-0.020337366658846334,0.05074752038886454,-0.012306869820903454,-0.0009049773755656076
"2021-01-17 00:00:00",-0.004622033405769388,0.0037627358836322955,-0.015015047524195135,-0.0050167224080267525
"2021-01-18 00:00:00",0.02240276695076915,0.02109619051482814,0.008737511952256805,0.06414565826330532
"2021-01-19 00:00:00",-0.02019531400358221,0.08495371290079046,-0.014752347954936629,-0.0006580679126085842
"2021-01-20 00:00:00",-0.011792767589197228,0.008517900041014936,0.0006524527801123892,-0.014289477150006724
"2021-01-21 00:00:00",-0.13020384721763678,-0.19319675524150504,-0.09842297788632626,-0.13340904536041154
"2021-01-22 00:00:00",0.06791024867642359,0.10950889320947632,0.042828599796521205,0.06120875732346587
"2021-01-23 00:00:00",-0.026321612545936124,0.00079505443689043,0.00827505142521301,7.26427429900145e-05
"2021-01-24 00:00:00",0.005670553026996705,0.1288180933852141,0.015808064910992403,0.024260913779327486
"2021-01-25 00:00:00",-0.00017668994634212343,-0.05359387006197436,-0.0416135881104035,-0.027941280760229725
"2021-01-26 00:00:00",0.0066214632512975324,0.036490424014326006,-0.01241782322863405,-0.01750930181659005
"2021-01-27 00:00:00",-0.06472942243954538,-0.09293029861563584,-0.10122223300029087,-0.09081458379743068
"2021-01-28 00:00:00",0.09875173507342883,0.07317014115880971,3.9241136474016507,0.08845148644233913
"2021-01-29 00:00:00",0.0265950464051099,0.037459859064894685,0.2577131193577995,0.010354918586328532
"2021-01-30 00:00:00",0.00031180478918146903,-0.0010511054729974711,-0.3843928558202758,-0.009580393613070837
"2021-01-31 00:00:00",-0.03414482378597461,-0.04753093138855624,0.3092710544939843,-0.029994001199760034
"2021-02-01 00:00:00",0.013096130961913977,0.04694678297969612,-0.0589918918918918,0.020408163265305923
"2021-02-02 00:00:00",0.057861021041049066,0.10020594249619763,-0.09961714435065339,0.07560606060606045
"2021-02-03 00:00:00",0.06069518505485805,0.10094783281631359,0.18854888050298424,0.09825327510917048
"2021-02-04 00:00:00",-0.018134781826248392,-0.04134599787322235,0.4199819107507574,-0.0696466363111653
"2021-02-05 00:00:00",0.03664597719447271,0.07740948943077197,-0.11697263746004871,0.06879437512924813
"2021-02-06 00:00:00",0.023418500380253615,-0.02491871171889093,0.23409169229847215,0.0033537568526280648
"2021-02-07 00:00:00",-0.009984193713517775,-0.03861365466638833,0.3515477167124266,-0.03091855756251205
"2021-02-08 00:00:00",0.1953613919484356,0.08595698737915902,0.009949348537755087,0.10957813743698597
"2021-02-09 00:00:00",0.0009822129959609072,0.010844784732737311,-0.11039263024142332,0.08494739359158299
"2021-02-10 00:00:00",-0.03474419231881132,-0.016024825761815187,0.036288013072026226,0.0003856961816077753
"2021-02-11 00:00:00",0.07056685498301851,0.025758567998253712,-0.04093162625236546,0.011346111478299115
"2021-02-12 00:00:00",-0.014215488129855847,0.03060001568082793,0.0026515097078307903,0.07117961006426321
"2021-02-13 00:00:00",-0.0028318206041328953,-0.01374805733972373,-0.0505536245386462,0.14779602420051852
"2021-02-14 00:00:00",0.03020124193885998,-0.008011195839026763,-0.05377676798937192,-0.05434975194897229
"2021-02-15 00:00:00",-0.013724173125208128,-0.011758367492029631,-0.09857159495391554,-0.026511780411260455
"2021-02-16 00:00:00",0.025512876974229215,0.0015399747084445803,-0.053522123893805285,0.011692248472308986
