1655404140000,"21027.52000000","21027.53000000","20995.00000000","20995.00000000","35.35914000",1655404199999,"742838.74921900",634,"20.16791000","423660.87452980","0"
1655404200000,"20995.01000000","21041.50000000","20990.58000000","21034.81000000","65.38086000",1655404259999,"1373992.35490880",1050,"45.96036000","965733.87994670","0"
1655404260000,"21034.82000000","21059.60000000","21033.09000000","21044.31000000","62.46078000",1655404319999,"1314766.08931620",875,"26.49486000","557647.57320610","0"
1655404320000,"21044.31000000","21046.12000000","21014.83000000","21022.93000000","15.80999000",1655404379999,"332457.69501130",634,"9.37068000","197038.97253790","0"
1655404380000,"21022.76000000","21034.01000000","21015.81000000","21019.29000000","15.84435000",1655404439999,"333163.92652260",568,"8.27127000","173917.72595010","0"
1655404440000,"21019.32000000","21029.64000000","21007.52000000","21017.95000000","49.15392000",1655404499999,"1033129.79514360",836,"16.65815000","350139.83099990","0"
1655404500000,"21017.95000000","21019.96000000","20914.27000000","20939.59000000","102.46925000",1655404559999,"2145834.28105130",1816,"38.10403000","797786.17137810","0"
1655404560000,"20939.59000000","21015.81000000","20923.41000000","21015.80000000","47.70195000",1655404619999,"999706.22239980",1005,"30.52716000","639745.26813210","0"
1655404620000,"21015.81000000","21044.05000000","21012.99000000","21036.49000000","60.43847000",1655404679999,"1271323.15393390",988,"40.22259000","846059.52338020","0"
1655404680000,"21036.49000000","21051.72000000","21028.92000000","21039.15000000","39.21949000",1655404739999,"825230.24537050",779,"16.19639000","340830.06039320","0"
1655404740000,"21039.14000000","21077.45000000","21034.04000000","21067.97000000","56.59401000",1655404799999,"1191857.16765600",912,"39.31254000","827892.17363910","0"
1655404800000,"21067.97000000","21101.17000000","21058.13000000","21070.94000000","59.89168000",1655404859999,"1262581.15912070",1286,"29.00305000","611383.33480050","0"
1655404860000,"21070.93000000","21100.00000000","21058.55000000","21059.98000000","43.04902000",1655404919999,"907792.51458840",942,"21.19094000","446836.17088420","0"
1655404920000,"21058.56000000","21084.00000000","21058.15000000","21068.34000000","47.10745000",1655404979999,"992584.37447750",837,"24.60102000","518373.76271830","0"
1655404980000,"21068.34000000","21085.90000000","21040.81000000","21085.26000000","27.31493000",1655405039999,"575319.00932290",755,"13.96885000","294307.41693730","0"
1655405040000,"21085.25000000","21095.59000000","21070.88000000","21079.51000000","38.23360000",1655405099999,"806099.83346160",743,"14.43768000","304374.15073630","0"
1655405100000,"21079.52000000","21094.29000000","21025.61000000","21088.34000000","59.06010000",1655405159999,"1243902.71660350",1032,"13.34023000","280985.29250270","0"
1655405160000,"21088.98000000","21093.93000000","21060.49000000","21060.70000000","29.41370000",1655405219999,"619844.93006260",700,"9.27284000","195410.00175360","0"
1655405220000,"21060.70000000","21077.92000000","21023.14000000","21031.56000000","53.46311000",1655405279999,"1125409.13478860",1180,"23.94872000","504185.15903640","0"
1655405280000,"21031.56000000","21035.82000000","20955.95000000","20960.01000000","50.34417000",1655405339999,"1056833.03241240",1334,"18.55938000","389509.03702990","0"
1655405340000,"20960.00000000","20978.63000000","20940.00000000","20959.62000000","58.10935000",1655405399999,"1217623.96899400",1201,"22.68005000","475248.13919860","0"
1655405400000,"20959.61000000","21014.13000000","20954.87000000","21012.18000000","68.65302000",1655405459999,"1440379.72994130",1287,"42.49000000","891533.01397550","0"
1655405460000,"21012.19000000","21018.36000000","20987.69000000","20993.46000000","39.38343000",1655405519999,"826973.16852030",754,"14.33397000","300967.34618610","0"
1655405520000,"20993.47000000","21014.64000000","20973.07000000","20997.08000000","31.70528000",1655405579999,"665701.51300620",943,"17.47193000","366840.95961480","0"
1655405580000,"20997.07000000","21000.00000000","20972.05000000","20981.12000000","24.10505000",1655405639999,"505800.38291900",583,"13.03171000","273459.89963020","0"
1655405640000,"20981.12000000","20998.72000000","20963.96000000","20996.58000000","21.40245000",1655405699999,"449143.30757860",622,"14.35487000","301237.79747500","0"
1655405700000,"20996.58000000","21014.14000000","20981.95000000","21004.49000000","30.21199000",1655405759999,"634447.84663190",705,"16.12671000","338667.70756680","0"
1655405760000,"21004.49000000","21044.18000000","21004.49000000","21040.07000000","45.97218000",1655405819999,"966444.49200020",869,"32.14426000","675743.40079650","0"
1655405820000,"21040.07000000","21044.41000000","21005.88000000","21018.86000000","28.26127000",1655405879999,"594190.69499140",789,"10.08537000","212025.04426920","0"
1655405880000,"21018.86000000","21031.52000000","21018.85000000","21022.71000000","15.75662000",1655405939999,"331296.95014330",449,"4.91922000","103431.23273080","0"
1655405940000,"21022.71000000","21048.57000000","21018.49000000","21029.37000000","21.40738000",1655405999999,"450350.20183530",615,"11.61907000","244414.07139710","0"
1655406000000,"21029.36000000","21057.10000000","21015.58000000","21042.78000000","45.98428000",1655406059999,"967252.39422350",1088,"30.96373000","651344.05913920","0"
1655406060000,"21042.79000000","21069.12000000","21037.66000000","21068.07000000","39.38780000",1655406119999,"829396.06181520",938,"24.73195000","520768.55875170","0"
1655406120000,"21068.06000000","21068.07000000","21044.32000000","21063.89000000","13.79722000",1655406179999,"290545.42358340",589,"7.13956000","150341.52757640","0"
1655406180000,"21063.89000000","21075.80000000","21028.43000000","21073.31000000","27.93998000",1655406239999,"588242.64979280",795,"17.64577000","371493.40117300","0"
1655406240000,"21073.31000000","21100.00000000","21054.53000000","21057.69000000","45.62432000",1655406299999,"961940.05285720",1103,"17.84053000","376144.62974200","0"
1655406300000,"21057.68000000","21062.07000000","21012.15000000","21024.84000000","51.50693000",1655406359999,"1083080.85807270",946,"20.42204000","429438.24763930","0"
1655406360000,"21024.84000000","21041.13000000","21000.00000000","21027.97000000","31.85817000",1655406419999,"669761.25278790",881,"16.56090000","348172.26318840","0"
1655406420000,"21027.97000000","21040.42000000","21000.00000000","21021.34000000","67.04587000",1655406479999,"1409343.50883070",1090,"31.21989000","656208.02814630","0"
1655406480000,"21021.33000000","21023.57000000","21000.50000000","21023.53000000","15.02684000",1655406539999,"315753.33260770",502,"6.89015000","144757.09557880","0"
1655406540000,"21023.53000000","21105.32000000","21023.53000000","21100.83000000","42.34183000",1655406599999,"891866.44099170",1063,"28.00512000","589911.85170050","0"
1655406600000,"21100.35000000","21130.84000000","21062.27000000","21066.68000000","60.81312000",1655406659999,"1283382.20395310",1375,"27.41128000","578507.49478940","0"
1655406660000,"21066.68000000","21075.00000000","21054.75000000","21062.75000000","30.38872000",1655406719999,"640119.34780400",707,"14.69884000","309602.44744280","0"
1655406720000,"21062.74000000","21070.88000000","20977.58000000","20989.76000000","184.62726000",1655406779999,"3881731.65123910",2052,"48.56151000","1020672.28923730","0"
1655406780000,"20989.76000000","20990.90000000","20953.61000000","20966.61000000","67.05970000",1655406839999,"1406156.22497830",1212,"23.27652000","488045.04596590","0"
1655406840000,"20966.61000000","21016.40000000","20954.28000000","20983.50000000","45.54464000",1655406899999,"956034.83343120",939,"27.10273000","568885.64605110","0"
1655406900000,"20983.50000000","21006.41000000","20932.92000000","20955.52000000","76.79956000",1655406959999,"1610221.98737080",1443,"26.31559000","551895.09898180","0"
1655406960000,"20955.52000000","20978.78000000","20950.37000000","20960.70000000","38.60020000",1655407019999,"809193.89175190",1092,"24.54187000","514504.65169290","0"
1655407020000,"20960.69000000","21028.91000000","20957.00000000","21024.70000000","35.31656000",1655407079999,"741197.81189620",919,"16.43587000","344934.94276280","0"
1655407080000,"21024.70000000","21025.38000000","21000.92000000","21011.33000000","23.25738000",1655407139999,"488749.04692550",715,"9.77671000","205439.81864250","0"
